SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,SchoolCode,SchoolName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,Subject,Category,Group,PercentBottom30,NumberBottom30,PercentMiddle40,NumberMiddle40,PercentTop30,NumberTop30,NumberOfStudents
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06939","Wass Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06939","Wass Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Migrant","29.60","16","40.70","22","29.60","16","54"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06939","Wass Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not English Learners","28.30","15","41.50","22","30.20","16","53"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06939","Wass Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06939","Wass Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Homeless","29.60","16","40.70","22","29.60","16","54"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06939","Wass Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Female","28.00","< 10","48.00","12","24.00","< 10","25"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06939","Wass Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Male","31.00","< 10","34.50","10","34.50","10","29"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06939","Wass Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Asian","33.30","< 10","33.30","< 10","33.30","< 10","15"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Economically Disadvantaged","30.20","45","39.60","59","30.20","45","149"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students without IEP","24.50","12","40.80","20","34.70","17","49"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Grade","05","30.90","17","38.20","21","30.90","17","55"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Economically Disadvantaged","31.50","17","38.90","21","29.60","16","54"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","White, not of Hispanic origin","30.40","< 10","52.20","12","17.40","< 10","23"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Asian","25.00","< 10","32.10","< 10","42.90","12","28"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Male","27.60","< 10","31.00","< 10","41.40","12","29"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Female","34.60","< 10","46.20","12","19.20","< 10","26"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","White, not of Hispanic origin","36.50","23","42.90","27","20.60","13","63"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Asian","19.80","16","42.00","34","38.30","31","81"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Gender","Male","32.50","26","41.30","33","26.30","21","80"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Gender","Female","26.90","21","39.70","31","33.30","26","78"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Homeless","29.70","47","40.50","64","29.70","47","158"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","English Learners","66.70","12","22.20","< 10","11.10","< 10","18"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not English Learners","25.00","35","42.90","60","32.10","45","140"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Migrant","29.70","47","40.50","64","29.70","47","158"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students with Disabilities","81.80","< 10","18.20","< 10","< 5","< 10","11"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students without IEP","26.40","39","41.20","61","32.40","48","148"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","03","25.50","12","44.70","21","29.80","14","47"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","04","35.10","20","38.60","22","26.30","15","57"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","05","29.10","16","36.40","20","34.50","19","55"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Economically Disadvantaged","29.30","44","38.70","58","32.00","48","150"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not English Learners","28.00","14","38.00","19","34.00","17","50"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Migrant","30.90","17","38.20","21","30.90","17","55"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","05","30.90","17","47.30","26","21.80","12","55"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","04","31.60","18","36.80","21","31.60","18","57"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","03","26.10","12","37.00","17","37.00","17","46"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students without IEP","25.90","38","43.50","64","30.60","45","147"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students with Disabilities","81.80","< 10","< 5","< 10","18.20","< 10","11"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Economically Disadvantaged","31.50","17","37.00","20","31.50","17","54"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Grade","05","30.90","17","38.20","21","30.90","17","55"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Students without IEP","24.50","12","42.90","21","32.70","16","49"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Migrant","30.20","48","39.60","63","30.20","48","159"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not English Learners","26.10","37","40.80","58","33.10","47","142"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","English Learners","64.70","11","29.40","< 10","5.90","< 10","17"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Homeless","30.20","48","39.60","63","30.20","48","159"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Female","41.00","32","33.30","26","25.60","20","78"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Male","19.80","16","45.70","37","34.60","28","81"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Migrant","30.90","17","38.20","21","30.90","17","55"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not English Learners","30.00","15","36.00","18","34.00","17","50"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Homeless","30.90","17","38.20","21","30.90","17","55"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Female","30.80","< 10","42.30","11","26.90","< 10","26"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Male","31.00","< 10","34.50","10","34.50","10","29"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Asian","21.40","< 10","46.40","13","32.10","< 10","28"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","White, not of Hispanic origin","34.80","< 10","34.80","< 10","30.40","< 10","23"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Homeless","30.90","17","38.20","21","30.90","17","55"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Asian","14.60","12","45.10","37","40.20","33","82"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","White, not of Hispanic origin","44.40","28","34.90","22","20.60","13","63"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06940","Bemis Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not English Learners","21.40","< 10","45.20","19","33.30","14","42"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Homeless","29.40","15","41.20","21","29.40","15","51"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Female","28.60","< 10","47.60","10","23.80","< 10","21"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Male","30.00","< 10","36.70","11","33.30","10","30"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Asian","22.20","< 10","33.30","< 10","44.40","< 10","18"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","White, not of Hispanic origin","34.50","10","41.40","12","24.10","< 10","29"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Economically Disadvantaged","23.80","10","42.90","18","33.30","14","42"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Grade","05","29.40","15","41.20","21","29.40","15","51"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Migrant","29.40","15","41.20","21","29.40","15","51"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Male","28.30","30","45.30","48","26.40","28","106"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Asian","15.10","11","34.20","25","50.70","37","73"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","White, not of Hispanic origin","37.00","37","45.00","45","18.00","18","100"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Hispanic","10.00","< 10","70.00","< 10","20.00","< 10","10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Black, not of Hispanic origin","80.00","< 10","10.00","< 10","10.00","< 10","10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Economically Disadvantaged","25.30","42","39.80","66","34.90","58","166"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Economically Disadvantaged","54.50","18","39.40","13","6.10","< 10","33"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","05","37.30","19","37.30","19","25.50","13","51"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","04","21.00","17","48.10","39","30.90","25","81"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","03","35.80","24","31.30","21","32.80","22","67"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students without IEP","23.90","11","43.50","20","32.60","15","46"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Migrant","29.60","16","40.70","22","29.60","16","54"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not English Learners","20.50","< 10","43.20","19","36.40","16","44"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","English Learners","70.00","< 10","30.00","< 10","< 5","< 10","10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Homeless","29.60","16","40.70","22","29.60","16","54"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Female","21.70","< 10","43.50","10","34.80","< 10","23"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Male","35.50","11","38.70","12","25.80","< 10","31"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Asian","22.20","< 10","33.30","< 10","44.40","< 10","18"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students with Disabilities","85.00","17","10.00","< 10","5.00","< 10","20"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students without IEP","23.90","43","43.30","78","32.80","59","180"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","03","26.90","18","49.30","33","23.90","16","67"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","04","22.20","18","40.70","33","37.00","30","81"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","05","46.20","24","26.90","14","26.90","14","52"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Economically Disadvantaged","48.50","16","42.40","14","9.10","< 10","33"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Economically Disadvantaged","26.30","44","39.50","66","34.10","57","167"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Black, not of Hispanic origin","60.00","< 10","20.00","< 10","20.00","< 10","10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","White, not of Hispanic origin","33.30","34","45.10","46","21.60","22","102"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06941","Barnard Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Asian","21.90","16","30.10","22","47.90","35","73"
